
15/11/2016 17:18:51;1;ex09.pbm;
15/11/2016 17:18:52;1;ex05.pbm;
15/11/2016 17:18:52;3;44x18;
15/11/2016 17:18:54;2;5x3;
15/11/2016 17:19:43;1;ex09.pbm;
15/11/2016 17:19:43;2;5x3;
15/11/2016 17:21:08;2;5x3;
15/11/2016 17:23:35;1;ex03.pbm;
15/11/2016 17:23:36;3;11x17;
15/11/2016 17:23:37;1;ex02.pbm;
15/11/2016 17:23:38;1;ex04.pbm;
15/11/2016 17:23:39;1;ex04.pbm;
15/11/2016 17:23:39;2;5x3;
15/11/2016 17:25:48;2;5x3;
15/11/2016 17:26:50;1;ex01.pbm;
15/11/2016 17:26:51;1;ex01.pbm;
15/11/2016 17:26:52;2;5x3;
15/11/2016 17:27:15;2;5x3;
15/11/2016 17:27:39;3;14x23;
15/11/2016 17:27:41;3;68x21;
15/11/2016 17:27:42;2;5x3;
15/11/2016 17:29:55;3;38x4;
15/11/2016 17:29:57;2;5x3;
15/11/2016 18:57:24;2;5x3;
15/11/2016 18:57:27;2;5x3;
15/11/2016 18:57:29;3;74x0;
15/11/2016 19:46:29;2;5x3;
15/11/2016 19:46:32;2;5x3;
15/11/2016 19:46:34;1;ex06.pbm;
15/11/2016 19:46:35;3;44x22;
16/11/2016 09:44:31;3;62x17;
16/11/2016 09:45:32;3;35x21;
16/11/2016 09:45:47;2;5x3;
16/11/2016 09:46:07;1;ex01.pbm;
16/11/2016 09:46:08;2;5x3;
16/11/2016 09:46:10;2;5x3;
16/11/2016 09:46:14;1;ex07.pbm;
16/11/2016 09:46:14;3;29x13;
16/11/2016 09:46:16;3;80x13;
16/11/2016 09:46:17;3;44x23;
16/11/2016 09:46:18;2;5x3;
16/11/2016 09:46:22;1;ex08.pbm;
16/11/2016 09:46:23;1;ex01.pbm;
16/11/2016 09:46:24;2;5x3;
16/11/2016 09:46:25;2;5x3;
16/11/2016 09:46:30;1;ex08.pbm;
16/11/2016 09:46:30;3;23x6;
16/11/2016 09:46:31;3;65x8;
16/11/2016 09:46:32;2;5x3;
16/11/2016 09:46:35;1;ex02.pbm;
16/11/2016 09:46:35;3;47x5;
16/11/2016 09:46:36;2;5x3;
16/11/2016 09:46:39;1;ex09.pbm;
16/11/2016 09:46:41;1;ex07.pbm;
16/11/2016 09:46:41;2;5x3;
16/11/2016 09:46:43;2;5x3;
16/11/2016 09:46:45;1;ex01.pbm;
16/11/2016 09:46:46;2;5x3;
16/11/2016 09:46:47;3;5x1;
16/11/2016 09:47:02;3;44x3;
16/11/2016 09:47:05;1;ex06.pbm;
16/11/2016 09:47:06;2;5x3;
16/11/2016 09:47:08;2;5x3;
16/11/2016 09:47:09;2;5x3;
16/11/2016 09:47:12;1;ex02.pbm;
16/11/2016 09:47:13;3;80x5;
16/11/2016 09:47:16;1;ex01.pbm;
16/11/2016 09:47:16;3;53x7;
16/11/2016 09:47:18;2;5x3;
16/11/2016 09:47:20;2;5x3;
16/11/2016 09:47:29;1;ex09.pbm;
16/11/2016 09:49:29;1;ex08.pbm;
16/11/2016 09:49:30;3;2x0;
16/11/2016 09:49:31;2;5x3;
16/11/2016 13:36:34;1;ex08.pbm;
16/11/2016 13:36:36;2;5x3;
16/11/2016 15:17:40;3;50x17;
16/11/2016 15:18:33;3;59x19;
16/11/2016 15:19:15;3;38x24;
16/11/2016 15:19:51;1;ex01.pbm;
16/11/2016 15:19:52;1;ex05.pbm;
16/11/2016 15:19:53;2;5x3;
16/11/2016 15:19:54;2;5x3;
16/11/2016 15:19:56;3;56x3;
16/11/2016 15:20:55;2;5x3;
16/11/2016 15:20:57;1;ex01.pbm;
16/11/2016 15:20:57;2;5x3;
16/11/2016 15:20:59;3;50x15;
16/11/2016 15:21:14;3;71x6;
